id_empleado,nombre,cedula,cargo,fecha_ingreso,telefono,email
510,Abraham Velázquez Paniagua,2400946386,Supervisor,2021-08-10,+34 721 235 263,azaharanogueira@estrada.com
511,Jordi García Gallardo,3835471831,Empacador,2025-05-31,+34905 56 26 82,martinisaura@gonzalo-azcona.com
512,Fidela Cortés Codina,6167408085,Diseñador,2023-10-24,+34725 63 08 45,wcoello@osorio.es
513,Petrona Escobar Ramirez,556085024,Confeccionista,2021-01-01,+34706575057,jimenezjoaquina@portero.com
514,Seve Gual-Guijarro,8274031760,Empacador,2020-10-05,+34 748030087,deboravargas@ramirez-melendez.com
515,Maite Ferrández Sevillano,1308832199,Supervisor,2024-08-29,+34 748 82 84 39,elisabet89@yahoo.com
516,Eligio Escribano Expósito,10564354,Cortador,2022-04-22,+34 730656915,poloeligia@costa.com
517,Griselda de Cortina,9346125537,Supervisor,2022-09-14,+34738 33 55 87,jmascaro@yahoo.com
518,Alma Andres Lledó,717674994,Confeccionista,2022-01-19,+34 941 229 303,angladabautista@blazquez-carnero.org
519,Rico Almansa Neira,3620543694,Supervisor,2021-01-16,+34643 686 383,aristidesmoraleda@escamilla.com
520,Alondra Navarrete Ayllón,1745594623,Cortador,2024-03-23,+34718 647 687,bonetdario@hotmail.com
521,Teo Torre Torrijos,4889988534,Empacador,2021-05-25,+34700 02 36 09,ihidalgo@novoa.es
522,Celso de Camacho,5777993268,Supervisor,2024-10-05,+34 860 726 958,palmira10@hotmail.com
523,Vera Becerra Marqués,3232176729,Empacador,2021-06-11,+34 996 34 83 38,florencioolmedo@yahoo.com
524,Mireia Luisina Chaves Miralles,4167526228,Diseñador,2023-09-19,+34710 24 22 51,veraferrer@pons.com
525,Amalia Villar Torre,125947189,Cortador,2022-06-18,+34 860119891,alonsobarrios@hotmail.com
526,Teófila Josefa Pi Pinedo,624384088,Diseñador,2022-04-04,+34 704107021,angelina36@yahoo.com
527,Odalys Guerrero Rebollo,912341117,Confeccionista,2024-07-12,+34637 444 229,dimasduque@mayoral.org
528,Pablo Torre Carnero,1277074889,Supervisor,2024-08-06,+34738147439,canizaresetelvina@murillo.net
529,Mónica Acuña Fortuny,8051411748,Confeccionista,2021-07-07,+34706 35 30 17,menendezfulgencio@gonzalo-aguila.net
530,René Leiva-Hernando,8440547362,Diseñador,2023-12-15,+34 730 89 84 13,amadorgarcia@yahoo.com
531,Haydée Ochoa Bueno,1776947867,Diseñador,2022-09-25,+34734 69 50 28,soraya74@acedo.es
532,Maximiliano del Leiva,3775394489,Diseñador,2024-01-03,+34 744 727 667,xisern@valderrama.org
533,Francisco Jose Jiménez-Calatayud,1786657872,Confeccionista,2022-05-06,+34 736 305 177,amanciocorrea@galvan.es
534,Rico del Sanz,3498084684,Supervisor,2022-07-18,+34 711 15 91 59,ritatome@clemente-tomas.net
535,Eva Olivé,5989498489,Cortador,2023-05-09,+34 739 51 65 51,ocalatayud@hotmail.com
536,Rosa María Saez Gelabert,862541185,Empacador,2020-07-13,+34707 52 08 72,ester58@yahoo.com
537,Georgina Ribes Pareja,780988878,Empacador,2022-09-13,+34901 35 34 14,nereatello@arnal.com
538,Aníbal de Vicente,9076094526,Supervisor,2023-05-05,+34732 729 981,jcarrera@yahoo.com
539,Aureliano Navarrete Belmonte,3706984058,Diseñador,2021-12-15,+34730 35 33 92,icoello@gmail.com
540,Sigfrido Arranz Conde,826120805,Supervisor,2024-02-09,+34 726000032,florentino91@hotmail.com
541,Andrés Palacio,1266961060,Confeccionista,2022-08-21,+34 722739317,larasuarez@yahoo.com
542,Rosario Corbacho Checa,9932969385,Supervisor,2024-10-30,+34714 41 68 39,eulalia08@yahoo.com
543,José Luis Pedrosa Pedrosa,4898871250,Empacador,2023-09-16,+34857 78 40 67,lhuerta@madrigal.com
544,Ariel Quintanilla Tamayo,9773932379,Empacador,2023-07-24,+34 735 858 840,albacasals@canales.es
545,Leandro Cifuentes Luján,8604386494,Cortador,2021-02-19,+34 715 605 650,donato95@hotmail.com
546,Nazaret Valero Toro,1953793462,Cortador,2021-05-05,+34701 616 310,ebernat@iniguez.com
547,Rafa Bayón Barros,7625496192,Empacador,2020-10-09,+34 971 21 59 52,yesica33@hotmail.com
548,Martín Cañellas Sacristán,1006308939,Confeccionista,2021-07-13,+34 720 96 58 67,ocanaesmeralda@aroca.com
549,Sergio Salom Valdés,899232113,Confeccionista,2023-10-02,+34 724 55 81 49,davidleon@montesinos.es
550,Marisa Adelina Paredes Gracia,4382462214,Confeccionista,2023-11-29,+34892224347,vacero@cespedes.es
551,Conrado Redondo Palomino,2160125247,Cortador,2021-07-14,+34 736 318 087,qrivas@cobo-galan.net
552,Adelaida Vives-Nadal,2109166023,Diseñador,2023-09-23,+34688 757 859,baltasarcabeza@vidal.es
553,Leandro Baró Tamarit,5248332041,Cortador,2022-03-30,+34 733 06 13 49,emilio67@ibarra-fiol.com
554,Ariadna Campoy Lozano,4980514016,Empacador,2023-03-16,+34 625062066,victor10@alsina.net
555,Nuria Graciela Goicoechea Montserrat,6165466816,Cortador,2024-03-30,+34 736 119 763,lbautista@hotmail.com
556,Nilda del Mancebo,5481936595,Supervisor,2020-08-02,+34 737 40 80 44,paulalosa@gmail.com
557,Dionisia Blanca Araujo,8595442926,Cortador,2020-09-30,+34749 029 219,delia34@catalan-cortes.com
558,Chelo Pinilla Font,9951912431,Confeccionista,2022-09-21,+34936559692,mcamino@iniesta.com
559,Zacarías Olivera Talavera,912356557,Diseñador,2022-12-20,+34 702 36 88 91,rosalesmodesto@carreras.es
560,Leonel Domínguez Puente,6441542737,Diseñador,2020-06-22,+34 736652495,morerateodoro@lerma-reyes.net
561,Luna Montoya-Canales,1808767378,Confeccionista,2020-10-19,+34735 416 747,mariana89@hotmail.com
562,Zaida Mendizábal-Prado,2788806333,Supervisor,2021-04-25,+34 713587590,porterogema@gmail.com
563,Alondra Morillo Malo,4460241903,Diseñador,2020-10-01,+34 725 12 09 87,narcisacarlos@hervas-vilar.org
564,Marcela Vicens Martínez,6429956611,Confeccionista,2024-03-20,+34 703 42 88 80,elodia10@gmail.com
565,Marciano Bernat Téllez,223989743,Cortador,2024-03-22,+34 717 94 36 49,tolosaflorinda@cantero-asensio.com
566,Íngrid Garriga Puga,1305482453,Confeccionista,2025-04-05,+34951 583 997,qreig@yuste.net
567,Heliodoro Alvarez Reig,2312462884,Diseñador,2023-01-29,+34744969931,matilde85@hotmail.com
568,Wálter Cerezo Puig,1705237801,Confeccionista,2024-03-15,+34 742 96 74 41,nereavalle@lozano.com
569,Marcial Uría Lucas,1264629701,Supervisor,2022-12-09,+34721293779,rcasares@sureda.org
570,Nereida Benavente Ferrández,565685720,Empacador,2023-07-09,+34713 88 13 85,ysalom@gmail.com
571,Nando Armengol Torralba,5661716311,Diseñador,2024-03-21,+34 718 17 28 08,imeldamulet@hotmail.com
572,Lupita Melero Coronado,7247179334,Empacador,2022-12-22,+34703467899,davilacorona@cabezas.org
573,Asunción Vergara Crespo,6512275047,Confeccionista,2024-01-03,+34960 327 085,aurearipoll@gmail.com
574,Roxana Vicenta Arnau Acero,4070780702,Cortador,2022-11-16,+34734664081,monteseufemia@molina-melendez.es
575,Modesto Macias González,6045163981,Cortador,2025-05-17,+34 863 309 111,rubenmacias@hotmail.com
576,Amalia Peinado,5775331392,Diseñador,2021-10-08,+34 804 22 65 68,tiburciopol@borrego.com
577,Jonatan Gomis Piquer,292685894,Supervisor,2025-03-02,+34722246137,buenaventuraros@moll.com
578,Rufino Severiano Muro Barón,6315374335,Confeccionista,2022-03-31,+34 742106891,kcortes@pereira-arregui.es
579,Lidia Rojas Falcón,9692895828,Cortador,2020-08-19,+34 886851076,duenasbaltasar@hotmail.com
580,Alonso Crespo Simó,4112677570,Confeccionista,2021-01-26,+34 924 901 402,ocasals@yahoo.com
581,Rosalía Iglesias Reyes,1755402210,Cortador,2023-06-08,+34706 161 342,gmorata@rodenas-exposito.es
582,Salomón Francisco Jose Ribera Calderon,208102460,Supervisor,2022-12-16,+34 708 93 80 30,jaime66@canas.es
583,Evelia Cal,6646205525,Empacador,2021-09-20,+34 916 88 78 46,teresaarteaga@menendez.com
584,Sigfrido Anastasio Lopez Llopis,141435446,Supervisor,2023-12-01,+34728819874,loretodominguez@roldan-canas.es
585,Íñigo Sanjuan Guijarro,1945584423,Confeccionista,2023-01-29,+34635 079 257,uribera@gmail.com
586,Rosendo Nicolás Rebollo,5751072593,Empacador,2021-03-26,+34924236375,saezcandelas@gmail.com
587,Piedad Cárdenas Ortiz,5922208784,Diseñador,2024-12-20,+34 715802618,serafinatolosa@hotmail.com
588,Toribio Torrent Ayala,4792703856,Empacador,2021-05-17,+34 717 09 51 48,pascualchelo@calvo-canals.org
589,Cayetana de Jódar,3922104708,Empacador,2022-01-06,+34733568025,cortespascuala@gmail.com
590,Venceslás Javier Sanjuan Arnal,2168750064,Supervisor,2020-10-16,+34919 614 682,david13@hotmail.com
591,Reinaldo Clavero Mora,9242516503,Diseñador,2022-09-09,+34 615 306 571,saturnino84@macias.es
592,Albino Fuster-Ugarte,7939375416,Empacador,2022-03-30,+34807964327,abrahamlerma@gmail.com
593,Jose Ignacio Roselló-Varela,9468653965,Confeccionista,2023-06-02,+34 726 73 29 24,iban68@yahoo.com
594,Leandro Amaro Salmerón Amorós,4552363006,Supervisor,2022-06-12,+34919 79 20 65,mayoloctavia@yanez.com
595,Fulgencio Iniesta Zamora,9240353358,Empacador,2022-03-26,+34 720 97 88 73,mar04@agullo.es
596,Ester Aznar Guzmán,8190132543,Confeccionista,2022-04-10,+34 726311780,serafinavicente@yahoo.com
597,Rodrigo Javi Canet Carnero,3245983677,Cortador,2025-03-01,+34 962551274,primitivomarti@yahoo.com
598,Danilo Aparicio Boix,417075630,Empacador,2021-09-23,+34 725 335 693,horaciogarate@hotmail.com
599,Lucas Sala Borrás,165148523,Diseñador,2021-08-29,+34 670 29 28 12,chamorroolimpia@guitart.com
600,Marcia Cordero Aliaga,2730974005,Supervisor,2024-08-24,+34 677 336 634,zduarte@mayo-nicolau.org
601,Enrique Carranza Baquero,3769455080,Supervisor,2023-06-14,+34 749 350 416,eutimio21@sandoval.com
602,Mario Egea Barroso,3436416512,Diseñador,2022-05-31,+34712 824 378,ktorre@gmail.com
603,Eva María Otero,7414967096,Supervisor,2023-05-18,+34 847 36 79 04,amor59@gmail.com
604,Amílcar Tomás,7621598208,Confeccionista,2020-11-20,+34 611329835,upereira@benet-pozuelo.com
605,Juan Bautista Ropero,2699113720,Confeccionista,2021-07-04,+34 924869281,bernardapla@yahoo.com
606,Rubén Carrasco Gracia,6539142630,Confeccionista,2021-10-26,+34868 32 46 44,vidal45@ayllon-nadal.es
607,Samuel Olmedo Cases,3024003531,Diseñador,2021-10-30,+34 683090421,oazorin@hotmail.com
608,Teo Río Tejero,8882093001,Confeccionista,2023-07-13,+34607 02 30 01,juan-pablorodrigo@hotmail.com
609,Cecilia Nevado Mínguez,722966105,Confeccionista,2024-03-25,+34 724 74 13 19,operez@gmail.com
610,Agapito Juliá Lozano,5622503729,Diseñador,2022-02-26,+34 719 11 23 94,dlobato@palmer.com
611,Micaela Batlle Gordillo,8022826522,Supervisor,2025-05-14,+34743278957,hrodenas@zabaleta.net
612,Morena Barreda Laguna,1498621702,Supervisor,2025-05-12,+34824562571,leopoldocrespo@gmail.com
613,Timoteo Salinas Uriarte,9129192383,Diseñador,2023-08-03,+34606 99 44 57,desideriopalomino@hotmail.com
614,Hortensia Sancho-Ledesma,185328866,Confeccionista,2025-03-23,+34 709 16 61 47,fgordillo@valls-gabaldon.com
615,Venceslás Escalona Pi,543537883,Cortador,2023-08-27,+34 737460500,adolfoortiz@yahoo.com
616,Edu Salcedo Mir,3241157955,Cortador,2020-08-24,+34737 631 063,svilalta@gmail.com
617,Chucho Arnaiz-Riba,1996502188,Confeccionista,2022-07-16,+34725044331,omar07@luque.org
618,Máxima Arce Oliva,3997424356,Cortador,2025-06-12,+34748149089,molinaflorencio@ayllon.com
619,Ruy Amores Roca,3858794026,Empacador,2021-03-12,+34622 08 31 64,fernando80@gmail.com
620,Ruy Sabas Crespi Céspedes,8195414621,Empacador,2020-07-23,+34972580659,salinasadoracion@urena.es
621,Eleuterio Garay Somoza,4324673306,Confeccionista,2025-03-22,+34 974363738,aprieto@hotmail.com
622,Augusto Múñiz Alcolea,6662700293,Cortador,2021-01-29,+34606604468,maroca@trujillo.net
623,Javiera Carreras,8419110576,Confeccionista,2024-11-09,+34 711 059 377,sabas49@marquez.com
624,Eugenia Jaén,806561426,Diseñador,2024-11-26,+34 849 38 19 31,tonifigueras@hotmail.com
625,Rubén Tiburcio Matas Bravo,6776663497,Cortador,2024-06-12,+34 628650458,villegascayetano@trujillo-llobet.net
626,Jenaro Peñas Guijarro,3513146605,Empacador,2022-08-01,+34694 73 73 30,sminguez@pages.com
627,Anita Pedraza,6519936576,Cortador,2021-09-18,+34 723 24 03 40,ucuadrado@silva.com
628,Jonatan Cuesta Asensio,6668783367,Supervisor,2022-12-30,+34933 57 04 03,merchefrancisco@gmail.com
629,Lucas Pagès Barranco,5972040671,Diseñador,2020-09-25,+34 722 444 569,gallarttrinidad@yahoo.com
630,Wálter Eugenio Pintor Bosch,6651032339,Supervisor,2020-06-22,+34747 86 35 66,lorenzachaparro@gmail.com
631,Adán Córdoba Mateos,5966817117,Diseñador,2022-01-15,+34 637 18 57 81,fbarragan@aviles.com
632,Florinda Villaverde Pablo,9853191755,Confeccionista,2023-05-18,+34732329828,evalentin@gmail.com
633,Mario Jáuregui Tejada,3214548162,Cortador,2022-01-05,+34 731 60 15 43,lozanoquirino@gmail.com
634,Agapito Vélez Vall,4605638061,Diseñador,2021-12-07,+34 807 817 871,cuadradoisaura@madrigal-moliner.com
635,Manu Fajardo Jaén,2502368521,Empacador,2021-03-23,+34734115900,climaco24@yahoo.com
636,Piedad Uriarte Garmendia,513901659,Diseñador,2021-03-02,+34710882604,llluch@planas-sandoval.es
637,Vinicio Nicolau Cabañas,2383940286,Cortador,2021-10-31,+34711157516,hrozas@solis.es
638,Eulalia Vidal Mulet,8832100224,Cortador,2024-05-02,+34728 760 280,kgallart@albero.com
639,Marcial Muñoz Toro,5077756064,Empacador,2023-04-03,+34 741 94 87 00,reinaldo02@ortuno.es
640,Virginia Valero,773029380,Supervisor,2024-03-12,+34 691 533 001,rafacarrion@yahoo.com
641,Custodio Escribano Collado,103219524,Diseñador,2022-05-11,+34 982 899 834,ruedaalba@andreu-agusti.es
642,Fabricio de Portillo,1838448956,Cortador,2021-03-10,+34710 75 95 49,camilo15@gmail.com
643,Antonio Polo-Fuertes,9517514752,Empacador,2021-05-02,+34 749053112,ccastillo@mayo.es
644,Onofre Matías Pablo Collado,3120504692,Diseñador,2023-01-14,+34733415456,clarisazamora@batlle.org
645,Régulo Gil Carnero,7583303965,Supervisor,2021-03-03,+34 749353285,lope04@gmail.com
646,María Cristina Torralba Requena,8106465550,Cortador,2020-11-25,+34 857 920 349,oboada@moraleda.org
647,Áurea Pedrero-Tello,8724214341,Empacador,2021-08-26,+34743969667,lotero@hotmail.com
648,Claudio Vilalta Sancho,9285367126,Empacador,2020-06-20,+34743023773,florenciobilbao@torrent.net
649,Guiomar Arribas-Bellido,6471737908,Empacador,2025-03-09,+34 838 41 89 14,lmendez@gmail.com
650,Ruperto Aragonés-Palacios,696576096,Supervisor,2022-05-14,+34 740 76 61 65,bartolomecrespi@bejarano.org
651,Manolo Barba-Borrás,4810017861,Confeccionista,2020-08-03,+34 731 856 507,alondra99@hotmail.com
652,Wálter del Perales,4228081350,Diseñador,2020-11-11,+34962818454,gil24@hotmail.com
653,Georgina Millán Barón,1476094971,Empacador,2022-07-07,+34724 12 16 46,mesteban@gmail.com
654,Vito Jiménez,2393601379,Supervisor,2023-04-29,+34718988644,qperales@yahoo.com
655,Fabricio Mateo Montoya,6404138733,Confeccionista,2021-01-15,+34744166041,herasprimitiva@yahoo.com
656,Guiomar Sacristán Riba,8175789845,Cortador,2025-03-12,+34704016371,rosalvagarate@hotmail.com
657,Nilo Ramos Vilar,6158716989,Empacador,2024-10-04,+34 956391536,andres70@hotmail.com
658,Estefanía Fabregat Diéguez,6760882565,Supervisor,2024-07-29,+34707365778,benignabastida@hotmail.com
659,Dionisia Vicens,5447638677,Diseñador,2020-10-28,+34 725 49 27 92,odalis14@domenech-canas.org
660,Felix Palomar-Miguel,9507005617,Empacador,2020-11-06,+34954 30 56 60,gimenezaurelio@gmail.com
661,Ambrosio del Garmendia,2775766532,Supervisor,2022-03-06,+34 736352840,chamorroevita@hotmail.com
662,Georgina Ayllón Mesa,583034506,Confeccionista,2023-09-06,+34 955718013,juliana10@gmail.com
663,Ezequiel Josep Alemán Busquets,2274649311,Cortador,2022-09-04,+34 903 618 483,arturocasas@hernandez.es
664,Lupe Salmerón Abellán,1397048610,Empacador,2024-07-09,+34 727 002 247,petrona66@blanco.org
665,Calixto Sebastián,1085079658,Cortador,2023-07-27,+34744215015,leopoldomillan@goni.es
666,Patricia Cámara Seco,2478727600,Cortador,2023-01-13,+34 720 24 94 40,ignacia46@lamas.es
667,Ruben Guzmán Barrio,9458516615,Empacador,2024-12-27,+34 720 915 368,andres-felipegomis@gmail.com
668,Leticia Leire Zurita Belda,7375619608,Diseñador,2024-02-19,+34 909 246 146,rosario80@gmail.com
669,Abel de Mariño,277057078,Diseñador,2022-01-28,+34744 52 10 74,walcolea@mur.es
670,Manu Moles Gargallo,2741408503,Cortador,2023-07-25,+34733 509 449,blanessosimo@gmail.com
671,Natanael Royo,9389872132,Cortador,2023-01-16,+34 715 076 114,ematas@gmail.com
672,Belen Daza-Esparza,6617256371,Confeccionista,2023-09-11,+34747743970,mohamedbaeza@nebot.es
673,Verónica Sala Lucas,8434490128,Cortador,2020-10-06,+34728 18 58 14,costaimelda@bautista.org
674,Manolo Pareja Coello,6082462918,Cortador,2022-10-04,+34711 754 034,modesto42@gmail.com
675,Balduino Francisco Garriga,9975743871,Cortador,2024-12-22,+34 744 88 00 85,felixaleman@hotmail.com
676,Teobaldo Bernal Palacios,2261643368,Cortador,2024-05-22,+34801 41 42 19,ledesmasoledad@villa.es
677,Olivia Alfaro Lobato,923029097,Empacador,2024-04-22,+34746 152 268,qsalgado@yahoo.com
678,Soraya Sastre-Peral,7622950577,Diseñador,2023-12-05,+34 685316941,raimundo09@yahoo.com
679,Cintia Barrio Briones,4510372711,Confeccionista,2022-09-30,+34652486612,eutimio36@vargas-collado.es
680,Pablo Vazquez,2349357999,Empacador,2020-08-21,+34 968 07 81 51,dario46@salcedo.org
681,Marisela Moles Alemán,4715674402,Diseñador,2023-12-09,+34 656 572 048,saludgimeno@sarabia.es
682,Reynaldo Zurita Roma,8957694988,Cortador,2023-05-25,+34 743 69 91 76,gallocecilio@rico.net
683,Hector Pomares Samper,6509279968,Supervisor,2020-07-30,+34707081211,silvestre69@yahoo.com
684,Eugenia Conesa Molins,4196632377,Diseñador,2022-06-09,+34720 01 07 50,noemivalle@llobet.com
685,Crescencia del Figuerola,5646423527,Diseñador,2022-10-20,+34730 42 57 51,necheverria@miguel-pujol.net
686,Hipólito Beltrán-Andrade,9937701573,Diseñador,2023-08-19,+34 723349302,florina48@serra.es
687,Américo Rey Vigil,3366029811,Cortador,2023-02-26,+34949986656,isidoracastellanos@yahoo.com
688,Horacio Cerdán Rovira,2039279572,Confeccionista,2024-12-20,+34719469178,alfredoocana@yahoo.com
689,Flavia Barriga Ayuso,3903557479,Diseñador,2021-11-12,+34 707 44 64 36,rebecanogueira@yahoo.com
690,Ale Dalmau Cabañas,7376855535,Confeccionista,2025-04-22,+34720164939,ztapia@yahoo.com
691,Rafa Almazán-Mascaró,6238624300,Empacador,2024-04-26,+34 716 57 30 01,margarita15@hotmail.com
692,Noemí Pujadas Marco,5611999638,Supervisor,2020-11-04,+34 702 28 04 68,ariadnasantamaria@hotmail.com
693,Eustaquio Manzano Ariza,2074151725,Empacador,2021-02-21,+34 845262063,ruizfortunato@manrique.com
694,Benita Cobos Segarra,9514748075,Empacador,2025-01-25,+34 679 455 635,lpaz@hotmail.com
695,Baudelio Roman Estévez,7793500525,Supervisor,2020-08-22,+34742 120 089,luiscarbonell@hotmail.com
696,Eusebia del Alcalá,7521041347,Empacador,2025-05-12,+34991 775 791,rubiomarisa@yahoo.com
697,Hortensia Vázquez Mármol,6988091495,Empacador,2022-11-16,+34 705 226 548,angelina80@yahoo.com
698,Iris Uría Blazquez,7937222382,Cortador,2024-07-17,+34 719 00 08 71,fidel38@haro.com
699,Maxi Valera,6013986648,Confeccionista,2023-09-05,+34904 470 057,lourdes77@sola-parejo.es
700,Teo Canet Lillo,2970025495,Cortador,2023-06-08,+34 719221984,uaznar@pinedo-mendez.com
701,Xavier Osuna Montero,647754902,Confeccionista,2024-05-22,+34 735901766,npaniagua@yahoo.com
702,Violeta Vidal Carbajo,9610394120,Diseñador,2024-08-29,+34 608044892,rosadonarciso@hotmail.com
703,Ignacio Coca-Quintanilla,5452455102,Diseñador,2025-04-24,+34714 378 919,anselma48@hotmail.com
704,Héctor Almagro Segura,3114573544,Confeccionista,2025-02-15,+34739 52 27 13,paulinobayo@yahoo.com
705,Vicente Blanca Teruel,8931394651,Supervisor,2020-12-18,+34 652 734 875,gonzalo30@mateu-pascual.com
706,Eligia Perea Millán,9787149026,Empacador,2022-04-28,+34735284575,nsanjuan@hotmail.com
707,Guadalupe Pereira Revilla,9465512184,Supervisor,2024-01-10,+34736 12 74 01,calvojafet@ayllon.es
708,Arcelia Giralt-Nogués,50021171,Cortador,2021-04-09,+34 744 70 75 63,tcervantes@gmail.com
709,Emelina Mendizábal,2092286071,Diseñador,2025-04-17,+34656 39 10 42,osvaldo39@guerrero.es
710,Cándida de Pulido,1219555234,Empacador,2020-09-20,+34 741 789 778,carlosangel@zorrilla.com
711,Julio César Jiménez Plaza,2835736836,Confeccionista,2024-10-17,+34747 62 65 58,eva-maria23@yahoo.com
712,Francisco Javier Guzman Lorenzo,478101086,Cortador,2020-10-08,+34741 00 74 76,amaro02@blanes-cerdan.com
713,Nidia España Serna,9666654537,Empacador,2022-11-27,+34 911 135 618,lgaray@montenegro-cornejo.com
714,Ámbar Alma Serrano Pizarro,5432228850,Empacador,2023-07-01,+34733 20 12 41,wpaniagua@gmail.com
715,Ruperta Iglesias Blazquez,373248353,Diseñador,2020-09-16,+34624 769 286,lblazquez@yahoo.com
716,Albina Alcalá-Lopez,3950429444,Diseñador,2021-09-30,+34682 613 912,rosenda70@pons.es
717,Bartolomé Peláez Valle,6241450605,Supervisor,2023-07-12,+34 745 88 17 97,bonifacioamaya@fuente.net
718,Pía Inmaculada Benito Ordóñez,4629493302,Diseñador,2024-03-20,+34 739 358 499,virgilio45@gmail.com
719,Nazario Cabello Suárez,8617503837,Cortador,2025-03-24,+34747 78 80 75,basilioleon@chaparro-barros.com
720,Bonifacio de Bernat,5024260910,Empacador,2021-02-15,+34 719 467 037,gala39@salazar-azorin.net
721,Corona Garrido Calatayud,920383352,Cortador,2021-10-20,+34868484106,gvallejo@villar.com
722,Irma Ana Palacios Escalona,9586797189,Cortador,2021-12-15,+34987 287 266,dalilarozas@lastra.es
723,Cintia Amaya Mur Rosell,8124706399,Cortador,2021-01-21,+34843 87 94 27,qbarcena@llanos-figueras.com
724,Octavio Ferrando,379265064,Confeccionista,2024-01-24,+34742 43 07 86,augusto00@yahoo.com
725,Áurea Llamas Barral,9076956184,Diseñador,2025-01-13,+34 693 29 92 62,hernandeztamara@yahoo.com
726,Flor Río Olivares,1521680264,Confeccionista,2022-12-09,+34743815460,aalvarado@acevedo.es
727,Merche Arteaga Ferrándiz,8495941252,Cortador,2024-05-27,+34 726 750 341,ana02@belmonte.com
728,Javiera Ródenas Calderon,2856863802,Cortador,2023-03-22,+34 705 89 49 89,amocalisto@yahoo.com
729,Anunciación Luís Carbó,527157952,Supervisor,2021-01-24,+34 891 11 42 89,luchoduran@hotmail.com
730,Ruben Pablo,4049160175,Supervisor,2022-01-07,+34830 39 19 68,pulidocecilio@gmail.com
731,Reyna Gámez Santos,5590981750,Cortador,2024-10-25,+34744 81 50 45,juan-luis54@quintana.com
732,Encarna Espinosa,7480179582,Empacador,2020-09-14,+34979465288,cabosantos@patino.com
733,Jose Francisco Aroca Aramburu,9089731678,Supervisor,2023-07-19,+34740014545,pascuala83@trujillo-arrieta.org
734,Valerio del Cuervo,8112125510,Confeccionista,2025-04-14,+34 867 64 85 38,collalonso@gmail.com
735,Gilberto del Figueroa,7561563741,Empacador,2022-09-25,+34710 336 395,jsantana@hotmail.com
736,Pepito Flores,2907462796,Cortador,2020-10-26,+34 725 044 201,cpuig@gmail.com
737,Chita Losada Sainz,7802046644,Cortador,2021-06-06,+34839 41 68 11,bernardinollorente@yahoo.com
738,Dolores Prat Domingo,1552473255,Confeccionista,2021-07-13,+34745 573 781,curroheredia@uria.es
739,Casemiro Benavides Morillo,1533789139,Confeccionista,2024-12-15,+34 706603401,ufalco@hotmail.com
740,Aurelia Nebot Narváez,6267793368,Cortador,2025-04-23,+34 861 59 23 24,luria@rosa.com
741,Zacarías del Dueñas,7093568414,Supervisor,2024-05-04,+34736 639 848,lesteban@pelaez-querol.es
742,Vasco Larrea Ferrera,5864812009,Diseñador,2023-08-11,+34 807244736,candelario83@gmail.com
743,Macarena Rodriguez Maldonado,607564564,Empacador,2023-05-26,+34733 03 70 87,zrosado@gmail.com
744,Felicidad Olivia Valentín Guardia,1100723785,Empacador,2024-11-07,+34 742 04 28 11,ncerda@yahoo.com
745,Carina Mur Antúnez,1783175786,Supervisor,2024-04-05,+34 720 807 928,zcortina@ledesma.es
746,Nidia Tovar,5054967519,Cortador,2021-01-24,+34 672 586 230,arevalotelmo@hotmail.com
747,Juana Manjón Santiago,1968469045,Empacador,2024-07-12,+34 717 17 52 86,oscar35@valles.com
748,Jonatan Julián Garay,4884345275,Diseñador,2025-05-24,+34 737 66 85 78,zclavero@yahoo.com
749,Toribio Mayo Aparicio,4155025999,Cortador,2024-11-13,+34613 048 544,luchofrutos@abril.net
750,Silvestre Artigas Dominguez,6402500841,Empacador,2023-03-18,+34692 011 640,mugicaildefonso@quiros.com
751,María José Cobo-Molins,2993184529,Cortador,2024-07-09,+34717489626,nazaret72@molina-aramburu.es
752,Amaro Cazorla Alemán,9303808390,Supervisor,2022-07-11,+34702458037,manzanotania@yahoo.com
753,Nereida Carrión Vallés,9605443908,Diseñador,2024-12-24,+34645 882 424,escamillavaleria@gmail.com
754,Ildefonso de Navarro,6978021828,Diseñador,2021-08-08,+34 636921185,smas@chico.es
755,Ramona Diez-Herrera,6033594056,Diseñador,2022-07-29,+34694296430,amparotenorio@chico-mendez.net
756,Basilio Lisandro Rueda Menendez,1198640632,Diseñador,2021-12-02,+34656 234 151,elisapinilla@gmail.com
757,Odalis Cerdá Fiol,5497150712,Confeccionista,2023-12-12,+34738 321 517,penalveradolfo@yahoo.com
758,Montserrat Godoy Ibarra,1278999988,Diseñador,2021-03-22,+34 720981212,salomon85@barrena-paniagua.com
759,Estefanía Moreno Blasco,7976271754,Cortador,2025-01-08,+34 815 54 07 95,aranzazu74@yahoo.com
760,Eugenio Mir Jurado,6720913657,Supervisor,2023-08-28,+34 729094846,fvelez@palomo.es
761,Faustino Tur Soto,6835686179,Empacador,2023-09-07,+34703 847 014,arrietaconsuelo@benavente.org
762,Jordán Carretero,7173214730,Empacador,2022-01-10,+34 625 059 127,kaliaga@figueras.es
763,Otilia Juan Donaire,586244370,Diseñador,2022-05-08,+34727 460 139,emperatriz85@rossello.es
764,Martin Castro Sarabia,1556315651,Confeccionista,2024-06-03,+34 646999412,hmanzano@gmail.com
